geo,iso-cc,geotype,key,value,population,quote,date
Thüringen,DE,state,delta_vortag,0,2133378,,2020-12-31
Thüringen,DE,state,ind_alter,232,2133378,,2020-12-31
Thüringen,DE,state,ind_med,0,2133378,,2020-12-31
Thüringen,DE,state,ind_pflege,413,2133378,,2020-12-31
Thüringen,DE,state,ind_prof,297,2133378,,2020-12-31
Thüringen,DE,state,sum,810,2133378,0.04,2020-12-31
Baden-Württemberg,DE,state,delta_vortag,2958,11100394,,2021-01-01
Baden-Württemberg,DE,state,ind_alter,9087,11100394,,2021-01-01
Baden-Württemberg,DE,state,ind_med,1189,11100394,,2021-01-01
Baden-Württemberg,DE,state,ind_pflege,3403,11100394,,2021-01-01
Baden-Württemberg,DE,state,ind_prof,6185,11100394,,2021-01-01
Baden-Württemberg,DE,state,sum,20045,11100394,0.18,2021-01-01
Bayern,DE,state,delta_vortag,1050,13124737,,2021-01-01
Bayern,DE,state,ind_alter,7840,13124737,,2021-01-01
Bayern,DE,state,ind_med,718,13124737,,2021-01-01
Bayern,DE,state,ind_pflege,14265,13124737,,2021-01-01
Bayern,DE,state,ind_prof,19500,13124737,,2021-01-01
Bayern,DE,state,sum,39005,13124737,0.3,2021-01-01
Berlin,DE,state,delta_vortag,2023,3669491,,2021-01-01
Berlin,DE,state,ind_alter,8662,3669491,,2021-01-01
Berlin,DE,state,ind_med,105,3669491,,2021-01-01
Berlin,DE,state,ind_pflege,9817,3669491,,2021-01-01
Berlin,DE,state,ind_prof,3319,3669491,,2021-01-01
Berlin,DE,state,sum,13137,3669491,0.36,2021-01-01
Brandenburg,DE,state,delta_vortag,,2521893,,2021-01-01
Brandenburg,DE,state,ind_alter,204,2521893,,2021-01-01
Brandenburg,DE,state,ind_med,20,2521893,,2021-01-01
Brandenburg,DE,state,ind_pflege,224,2521893,,2021-01-01
Brandenburg,DE,state,ind_prof,2995,2521893,,2021-01-01
Brandenburg,DE,state,sum,3219,2521893,0.13,2021-01-01
Bremen,DE,state,delta_vortag,,681202,,2021-01-01
Bremen,DE,state,ind_alter,821,681202,,2021-01-01
Bremen,DE,state,ind_med,6,681202,,2021-01-01
Bremen,DE,state,ind_pflege,237,681202,,2021-01-01
Bremen,DE,state,ind_prof,408,681202,,2021-01-01
Bremen,DE,state,sum,1741,681202,0.26,2021-01-01
Germany,DE,nation,delta_vortag,21087,83166711,,2021-01-01
Germany,DE,nation,ind_alter,44552,83166711,,2021-01-01
Germany,DE,nation,ind_med,6122,83166711,,2021-01-01
Germany,DE,nation,ind_pflege,82965,83166711,,2021-01-01
Germany,DE,nation,ind_prof,86692,83166711,,2021-01-01
Germany,DE,nation,sum,188553,83166711,0.23,2021-01-01
Hamburg,DE,state,delta_vortag,283,1847253,,2021-01-01
Hamburg,DE,state,ind_alter,1129,1847253,,2021-01-01
Hamburg,DE,state,ind_med,,1847253,,2021-01-01
Hamburg,DE,state,ind_pflege,1341,1847253,,2021-01-01
Hamburg,DE,state,ind_prof,1703,1847253,,2021-01-01
Hamburg,DE,state,sum,3042,1847253,0.16,2021-01-01
Hessen,DE,state,delta_vortag,3418,6288080,,2021-01-01
Hessen,DE,state,ind_alter,6909,6288080,,2021-01-01
Hessen,DE,state,ind_med,955,6288080,,2021-01-01
Hessen,DE,state,ind_pflege,9680,6288080,,2021-01-01
Hessen,DE,state,ind_prof,14480,6288080,,2021-01-01
Hessen,DE,state,sum,24791,6288080,0.39,2021-01-01
Mecklenburg-Vorpommern,DE,state,delta_vortag,,1608138,,2021-01-01
Mecklenburg-Vorpommern,DE,state,ind_alter,178,1608138,,2021-01-01
Mecklenburg-Vorpommern,DE,state,ind_med,8,1608138,,2021-01-01
Mecklenburg-Vorpommern,DE,state,ind_pflege,4804,1608138,,2021-01-01
Mecklenburg-Vorpommern,DE,state,ind_prof,6583,1608138,,2021-01-01
Mecklenburg-Vorpommern,DE,state,sum,11494,1608138,0.71,2021-01-01
Niedersachsen,DE,state,delta_vortag,379,7993608,,2021-01-01
Niedersachsen,DE,state,ind_alter,773,7993608,,2021-01-01
Niedersachsen,DE,state,ind_med,827,7993608,,2021-01-01
Niedersachsen,DE,state,ind_pflege,2362,7993608,,2021-01-01
Niedersachsen,DE,state,ind_prof,2105,7993608,,2021-01-01
Niedersachsen,DE,state,sum,3945,7993608,0.05,2021-01-01
Nordrhein-Westfalen,DE,state,delta_vortag,7908,17947221,,2021-01-01
Nordrhein-Westfalen,DE,state,ind_alter,,17947221,,2021-01-01
Nordrhein-Westfalen,DE,state,ind_med,0,17947221,,2021-01-01
Nordrhein-Westfalen,DE,state,ind_pflege,21537,17947221,,2021-01-01
Nordrhein-Westfalen,DE,state,ind_prof,11846,17947221,,2021-01-01
Nordrhein-Westfalen,DE,state,sum,33375,17947221,0.19,2021-01-01
Rheinland-Pfalz,DE,state,delta_vortag,439,4093903,,2021-01-01
Rheinland-Pfalz,DE,state,ind_alter,,4093903,,2021-01-01
Rheinland-Pfalz,DE,state,ind_med,,4093903,,2021-01-01
Rheinland-Pfalz,DE,state,ind_pflege,3732,4093903,,2021-01-01
Rheinland-Pfalz,DE,state,ind_prof,3166,4093903,,2021-01-01
Rheinland-Pfalz,DE,state,sum,6898,4093903,0.17,2021-01-01
Saarland,DE,state,delta_vortag,600,986887,,2021-01-01
Saarland,DE,state,ind_alter,2508,986887,,2021-01-01
Saarland,DE,state,ind_med,,986887,,2021-01-01
Saarland,DE,state,ind_pflege,1294,986887,,2021-01-01
Saarland,DE,state,ind_prof,335,986887,,2021-01-01
Saarland,DE,state,sum,3316,986887,0.34,2021-01-01
Sachsen-Anhalt,DE,state,delta_vortag,625,2194782,,2021-01-01
Sachsen-Anhalt,DE,state,ind_alter,3782,2194782,,2021-01-01
Sachsen-Anhalt,DE,state,ind_med,495,2194782,,2021-01-01
Sachsen-Anhalt,DE,state,ind_pflege,5793,2194782,,2021-01-01
Sachsen-Anhalt,DE,state,ind_prof,5760,2194782,,2021-01-01
Sachsen-Anhalt,DE,state,sum,11771,2194782,0.54,2021-01-01
Sachsen,DE,state,delta_vortag,710,4071971,,2021-01-01
Sachsen,DE,state,ind_alter,297,4071971,,2021-01-01
Sachsen,DE,state,ind_med,1,4071971,,2021-01-01
Sachsen,DE,state,ind_pflege,679,4071971,,2021-01-01
Sachsen,DE,state,ind_prof,3320,4071971,,2021-01-01
Sachsen,DE,state,sum,4000,4071971,0.1,2021-01-01
Schleswig-Holstein,DE,state,delta_vortag,694,2903773,,2021-01-01
Schleswig-Holstein,DE,state,ind_alter,2130,2903773,,2021-01-01
Schleswig-Holstein,DE,state,ind_med,1798,2903773,,2021-01-01
Schleswig-Holstein,DE,state,ind_pflege,3384,2903773,,2021-01-01
Schleswig-Holstein,DE,state,ind_prof,4690,2903773,,2021-01-01
Schleswig-Holstein,DE,state,sum,7964,2903773,0.27,2021-01-01
Thüringen,DE,state,delta_vortag,,2133378,,2021-01-01
Thüringen,DE,state,ind_alter,232,2133378,,2021-01-01
Thüringen,DE,state,ind_med,,2133378,,2021-01-01
Thüringen,DE,state,ind_pflege,413,2133378,,2021-01-01
Thüringen,DE,state,ind_prof,297,2133378,,2021-01-01
Thüringen,DE,state,sum,810,2133378,0.04,2021-01-01
Baden-Württemberg,DE,state,sum,24063,11100394,0.22,2021-01-02
Baden-Württemberg,DE,state,delta_vortag,4014,11100394,,2021-01-02
Baden-Württemberg,DE,state,ind_alter,11041,11100394,,2021-01-02
Baden-Württemberg,DE,state,ind_prof,7428,11100394,,2021-01-02
Baden-Württemberg,DE,state,ind_med,1382,11100394,,2021-01-02
Baden-Württemberg,DE,state,ind_pflege,4200,11100394,,2021-01-02
Bayern,DE,state,sum,57833,13124737,0.44,2021-01-02
Bayern,DE,state,delta_vortag,11742,13124737,,2021-01-02
Bayern,DE,state,ind_alter,12855,13124737,,2021-01-02
Bayern,DE,state,ind_prof,25636,13124737,,2021-01-02
Bayern,DE,state,ind_med,1091,13124737,,2021-01-02
Bayern,DE,state,ind_pflege,20428,13124737,,2021-01-02
Berlin,DE,state,sum,14616,3669491,0.4,2021-01-02
Berlin,DE,state,delta_vortag,1443,3669491,,2021-01-02
Berlin,DE,state,ind_alter,9817,3669491,,2021-01-02
Berlin,DE,state,ind_prof,3647,3669491,,2021-01-02
Berlin,DE,state,ind_med,105,3669491,,2021-01-02
Berlin,DE,state,ind_pflege,10968,3669491,,2021-01-02
Brandenburg,DE,state,sum,3219,2521893,0.13,2021-01-02
Brandenburg,DE,state,delta_vortag,,2521893,,2021-01-02
Brandenburg,DE,state,ind_alter,204,2521893,,2021-01-02
Brandenburg,DE,state,ind_prof,2995,2521893,,2021-01-02
Brandenburg,DE,state,ind_med,20,2521893,,2021-01-02
Brandenburg,DE,state,ind_pflege,224,2521893,,2021-01-02
Bremen,DE,state,sum,1837,681202,0.27,2021-01-02
Bremen,DE,state,delta_vortag,96,681202,,2021-01-02
Bremen,DE,state,ind_alter,824,681202,,2021-01-02
Bremen,DE,state,ind_prof,465,681202,,2021-01-02
Bremen,DE,state,ind_med,9,681202,,2021-01-02
Bremen,DE,state,ind_pflege,265,681202,,2021-01-02
Hamburg,DE,state,sum,3704,1847253,0.2,2021-01-02
Hamburg,DE,state,delta_vortag,662,1847253,,2021-01-02
Hamburg,DE,state,ind_alter,1439,1847253,,2021-01-02
Hamburg,DE,state,ind_prof,2010,1847253,,2021-01-02
Hamburg,DE,state,ind_med,,1847253,,2021-01-02
Hamburg,DE,state,ind_pflege,1696,1847253,,2021-01-02
Hessen,DE,state,sum,30085,6288080,0.48,2021-01-02
Hessen,DE,state,delta_vortag,5294,6288080,,2021-01-02
Hessen,DE,state,ind_alter,8443,6288080,,2021-01-02
Hessen,DE,state,ind_prof,17635,6288080,,2021-01-02
Hessen,DE,state,ind_med,1096,6288080,,2021-01-02
Hessen,DE,state,ind_pflege,11569,6288080,,2021-01-02
Mecklenburg-Vorpommern,DE,state,sum,11494,1608138,0.71,2021-01-02
Mecklenburg-Vorpommern,DE,state,delta_vortag,,1608138,,2021-01-02
Mecklenburg-Vorpommern,DE,state,ind_alter,178,1608138,,2021-01-02
Mecklenburg-Vorpommern,DE,state,ind_prof,6583,1608138,,2021-01-02
Mecklenburg-Vorpommern,DE,state,ind_med,8,1608138,,2021-01-02
Mecklenburg-Vorpommern,DE,state,ind_pflege,4804,1608138,,2021-01-02
Niedersachsen,DE,state,sum,4962,7993608,0.06,2021-01-02
Niedersachsen,DE,state,delta_vortag,1017,7993608,,2021-01-02
Niedersachsen,DE,state,ind_alter,912,7993608,,2021-01-02
Niedersachsen,DE,state,ind_prof,2641,7993608,,2021-01-02
Niedersachsen,DE,state,ind_med,982,7993608,,2021-01-02
Niedersachsen,DE,state,ind_pflege,2918,7993608,,2021-01-02
Nordrhein-Westfalen,DE,state,sum,48691,17947221,0.27,2021-01-02
Nordrhein-Westfalen,DE,state,delta_vortag,13142,17947221,,2021-01-02
Nordrhein-Westfalen,DE,state,ind_alter,,17947221,,2021-01-02
Nordrhein-Westfalen,DE,state,ind_prof,18806,17947221,,2021-01-02
Nordrhein-Westfalen,DE,state,ind_med,,17947221,,2021-01-02
Nordrhein-Westfalen,DE,state,ind_pflege,29893,17947221,,2021-01-02
Rheinland-Pfalz,DE,state,sum,7248,4093903,0.18,2021-01-02
Rheinland-Pfalz,DE,state,delta_vortag,59,4093903,,2021-01-02
Rheinland-Pfalz,DE,state,ind_alter,,4093903,,2021-01-02
Rheinland-Pfalz,DE,state,ind_prof,3516,4093903,,2021-01-02
Rheinland-Pfalz,DE,state,ind_med,,4093903,,2021-01-02
Rheinland-Pfalz,DE,state,ind_pflege,3732,4093903,,2021-01-02
Saarland,DE,state,sum,4149,986887,0.42,2021-01-02
Saarland,DE,state,delta_vortag,833,986887,,2021-01-02
Saarland,DE,state,ind_alter,3122,986887,,2021-01-02
Saarland,DE,state,ind_prof,495,986887,,2021-01-02
Saarland,DE,state,ind_med,,986887,,2021-01-02
Saarland,DE,state,ind_pflege,1580,986887,,2021-01-02
Sachsen,DE,state,sum,4343,4071971,0.11,2021-01-02
Sachsen,DE,state,delta_vortag,343,4071971,,2021-01-02
Sachsen,DE,state,ind_alter,368,4071971,,2021-01-02
Sachsen,DE,state,ind_prof,3535,4071971,,2021-01-02
Sachsen,DE,state,ind_med,1,4071971,,2021-01-02
Sachsen,DE,state,ind_pflege,807,4071971,,2021-01-02
Sachsen-Anhalt,DE,state,sum,12822,2194782,0.58,2021-01-02
Sachsen-Anhalt,DE,state,delta_vortag,1051,2194782,,2021-01-02
Sachsen-Anhalt,DE,state,ind_alter,4237,2194782,,2021-01-02
Sachsen-Anhalt,DE,state,ind_prof,6194,2194782,,2021-01-02
Sachsen-Anhalt,DE,state,ind_med,546,2194782,,2021-01-02
Sachsen-Anhalt,DE,state,ind_pflege,6410,2194782,,2021-01-02
Schleswig-Holstein,DE,state,sum,8933,2903773,0.31,2021-01-02
Schleswig-Holstein,DE,state,delta_vortag,969,2903773,,2021-01-02
Schleswig-Holstein,DE,state,ind_alter,2525,2903773,,2021-01-02
Schleswig-Holstein,DE,state,ind_prof,5136,2903773,,2021-01-02
Schleswig-Holstein,DE,state,ind_med,2077,2903773,,2021-01-02
Schleswig-Holstein,DE,state,ind_pflege,3987,2903773,,2021-01-02
Thüringen,DE,state,sum,810,2133378,0.04,2021-01-02
Thüringen,DE,state,delta_vortag,,2133378,,2021-01-02
Thüringen,DE,state,ind_alter,232,2133378,,2021-01-02
Thüringen,DE,state,ind_prof,297,2133378,,2021-01-02
Thüringen,DE,state,ind_med,,2133378,,2021-01-02
Thüringen,DE,state,ind_pflege,413,2133378,,2021-01-02
Germany,DE,nation,sum,238809,83166711,0.29,2021-01-02
Germany,DE,nation,delta_vortag,40665,83166711,,2021-01-02
Germany,DE,nation,ind_alter,56197,83166711,,2021-01-02
Germany,DE,nation,ind_prof,107019,83166711,,2021-01-02
Germany,DE,nation,ind_med,7317,83166711,,2021-01-02
Germany,DE,nation,ind_pflege,103894,83166711,,2021-01-02
Baden-Württemberg,DE,state,sum,27454,11100394,0.25,2021-01-03
Baden-Württemberg,DE,state,delta_vortag,3390,11100394,,2021-01-03
Baden-Württemberg,DE,state,ind_alter,12584,11100394,,2021-01-03
Baden-Württemberg,DE,state,ind_prof,8739,11100394,,2021-01-03
Baden-Württemberg,DE,state,ind_med,1469,11100394,,2021-01-03
Baden-Württemberg,DE,state,ind_pflege,4932,11100394,,2021-01-03
Bayern,DE,state,sum,66258,13124737,0.5,2021-01-03
Bayern,DE,state,delta_vortag,8425,13124737,,2021-01-03
Bayern,DE,state,ind_alter,15480,13124737,,2021-01-03
Bayern,DE,state,ind_prof,31755,13124737,,2021-01-03
Bayern,DE,state,ind_med,1280,13124737,,2021-01-03
Bayern,DE,state,ind_pflege,23823,13124737,,2021-01-03
Berlin,DE,state,sum,17758,3669491,0.48,2021-01-03
Berlin,DE,state,delta_vortag,935,3669491,,2021-01-03
Berlin,DE,state,ind_alter,10507,3669491,,2021-01-03
Berlin,DE,state,ind_prof,6132,3669491,,2021-01-03
Berlin,DE,state,ind_med,105,3669491,,2021-01-03
Berlin,DE,state,ind_pflege,11625,3669491,,2021-01-03
Brandenburg,DE,state,sum,3309,2521893,0.13,2021-01-03
Brandenburg,DE,state,delta_vortag,,2521893,,2021-01-03
Brandenburg,DE,state,ind_alter,204,2521893,,2021-01-03
Brandenburg,DE,state,ind_prof,3085,2521893,,2021-01-03
Brandenburg,DE,state,ind_med,20,2521893,,2021-01-03
Brandenburg,DE,state,ind_pflege,224,2521893,,2021-01-03
Bremen,DE,state,sum,1903,681202,0.28,2021-01-03
Bremen,DE,state,delta_vortag,66,681202,,2021-01-03
Bremen,DE,state,ind_alter,824,681202,,2021-01-03
Bremen,DE,state,ind_prof,506,681202,,2021-01-03
Bremen,DE,state,ind_med,9,681202,,2021-01-03
Bremen,DE,state,ind_pflege,289,681202,,2021-01-03
Hamburg,DE,state,sum,4140,1847253,0.22,2021-01-03
Hamburg,DE,state,delta_vortag,436,1847253,,2021-01-03
Hamburg,DE,state,ind_alter,1616,1847253,,2021-01-03
Hamburg,DE,state,ind_prof,2189,1847253,,2021-01-03
Hamburg,DE,state,ind_med,0,1847253,,2021-01-03
Hamburg,DE,state,ind_pflege,1953,1847253,,2021-01-03
Hessen,DE,state,sum,33405,6288080,0.53,2021-01-03
Hessen,DE,state,delta_vortag,3320,6288080,,2021-01-03
Hessen,DE,state,ind_alter,9387,6288080,,2021-01-03
Hessen,DE,state,ind_prof,19405,6288080,,2021-01-03
Hessen,DE,state,ind_med,1185,6288080,,2021-01-03
Hessen,DE,state,ind_pflege,12955,6288080,,2021-01-03
Mecklenburg-Vorpommern,DE,state,sum,11494,1608138,0.71,2021-01-03
Mecklenburg-Vorpommern,DE,state,delta_vortag,,1608138,,2021-01-03
Mecklenburg-Vorpommern,DE,state,ind_alter,178,1608138,,2021-01-03
Mecklenburg-Vorpommern,DE,state,ind_prof,6583,1608138,,2021-01-03
Mecklenburg-Vorpommern,DE,state,ind_med,8,1608138,,2021-01-03
Mecklenburg-Vorpommern,DE,state,ind_pflege,4804,1608138,,2021-01-03
Niedersachsen,DE,state,sum,5394,7993608,0.07,2021-01-03
Niedersachsen,DE,state,delta_vortag,432,7993608,,2021-01-03
Niedersachsen,DE,state,ind_alter,992,7993608,,2021-01-03
Niedersachsen,DE,state,ind_prof,2822,7993608,,2021-01-03
Niedersachsen,DE,state,ind_med,1035,7993608,,2021-01-03
Niedersachsen,DE,state,ind_pflege,3178,7993608,,2021-01-03
Nordrhein-Westfalen,DE,state,sum,53841,17947221,0.3,2021-01-03
Nordrhein-Westfalen,DE,state,delta_vortag,3539,17947221,,2021-01-03
Nordrhein-Westfalen,DE,state,ind_alter,0,17947221,,2021-01-03
Nordrhein-Westfalen,DE,state,ind_prof,21354,17947221,,2021-01-03
Nordrhein-Westfalen,DE,state,ind_med,0,17947221,,2021-01-03
Nordrhein-Westfalen,DE,state,ind_pflege,32495,17947221,,2021-01-03
Rheinland-Pfalz,DE,state,sum,8282,4093903,0.2,2021-01-03
Rheinland-Pfalz,DE,state,delta_vortag,658,4093903,,2021-01-03
Rheinland-Pfalz,DE,state,ind_alter,0,4093903,,2021-01-03
Rheinland-Pfalz,DE,state,ind_prof,4213,4093903,,2021-01-03
Rheinland-Pfalz,DE,state,ind_med,0,4093903,,2021-01-03
Rheinland-Pfalz,DE,state,ind_pflege,4069,4093903,,2021-01-03
Saarland,DE,state,sum,4149,986887,0.42,2021-01-03
Saarland,DE,state,delta_vortag,,986887,,2021-01-03
Saarland,DE,state,ind_alter,3122,986887,,2021-01-03
Saarland,DE,state,ind_prof,495,986887,,2021-01-03
Saarland,DE,state,ind_med,0,986887,,2021-01-03
Saarland,DE,state,ind_pflege,1580,986887,,2021-01-03
Sachsen,DE,state,sum,4866,4071971,0.12,2021-01-03
Sachsen,DE,state,delta_vortag,523,4071971,,2021-01-03
Sachsen,DE,state,ind_alter,487,4071971,,2021-01-03
Sachsen,DE,state,ind_prof,3765,4071971,,2021-01-03
Sachsen,DE,state,ind_med,1,4071971,,2021-01-03
Sachsen,DE,state,ind_pflege,1100,4071971,,2021-01-03
Sachsen-Anhalt,DE,state,sum,13366,2194782,0.61,2021-01-03
Sachsen-Anhalt,DE,state,delta_vortag,544,2194782,,2021-01-03
Sachsen-Anhalt,DE,state,ind_alter,4391,2194782,,2021-01-03
Sachsen-Anhalt,DE,state,ind_prof,6446,2194782,,2021-01-03
Sachsen-Anhalt,DE,state,ind_med,562,2194782,,2021-01-03
Sachsen-Anhalt,DE,state,ind_pflege,6702,2194782,,2021-01-03
Schleswig-Holstein,DE,state,sum,9557,2903773,0.33,2021-01-03
Schleswig-Holstein,DE,state,delta_vortag,624,2903773,,2021-01-03
Schleswig-Holstein,DE,state,ind_alter,2801,2903773,,2021-01-03
Schleswig-Holstein,DE,state,ind_prof,5317,2903773,,2021-01-03
Schleswig-Holstein,DE,state,ind_med,2325,2903773,,2021-01-03
Schleswig-Holstein,DE,state,ind_pflege,4512,2903773,,2021-01-03
Thüringen,DE,state,sum,810,2133378,0.04,2021-01-03
Thüringen,DE,state,delta_vortag,,2133378,,2021-01-03
Thüringen,DE,state,ind_alter,232,2133378,,2021-01-03
Thüringen,DE,state,ind_prof,297,2133378,,2021-01-03
Thüringen,DE,state,ind_med,0,2133378,,2021-01-03
Thüringen,DE,state,ind_pflege,413,2133378,,2021-01-03
Germany,DE,nation,sum,265986,83166711,0.32,2021-01-03
Germany,DE,nation,delta_vortag,22892,83166711,,2021-01-03
Germany,DE,nation,ind_alter,62805,83166711,,2021-01-03
Germany,DE,nation,ind_prof,123103,83166711,,2021-01-03
Germany,DE,nation,ind_med,7999,83166711,,2021-01-03
Germany,DE,nation,ind_pflege,114654,83166711,,2021-01-03
Baden-Württemberg,DE,state,sum,32182,11100394,0.29,2021-01-04
Baden-Württemberg,DE,state,delta_vortag,4758,11100394,,2021-01-04
Baden-Württemberg,DE,state,ind_alter,15546,11100394,,2021-01-04
Baden-Württemberg,DE,state,ind_prof,9828,11100394,,2021-01-04
Baden-Württemberg,DE,state,ind_med,1716,11100394,,2021-01-04
Baden-Württemberg,DE,state,ind_pflege,5642,11100394,,2021-01-04
Bayern,DE,state,sum,77876,13124737,0.59,2021-01-04
Bayern,DE,state,delta_vortag,11618,13124737,,2021-01-04
Bayern,DE,state,ind_alter,18188,13124737,,2021-01-04
Bayern,DE,state,ind_prof,38306,13124737,,2021-01-04
Bayern,DE,state,ind_med,1554,13124737,,2021-01-04
Bayern,DE,state,ind_pflege,26500,13124737,,2021-01-04
Berlin,DE,state,sum,19389,3669491,0.53,2021-01-04
Berlin,DE,state,delta_vortag,1631,3669491,,2021-01-04
Berlin,DE,state,ind_alter,11608,3669491,,2021-01-04
Berlin,DE,state,ind_prof,6783,3669491,,2021-01-04
Berlin,DE,state,ind_med,105,3669491,,2021-01-04
Berlin,DE,state,ind_pflege,12575,3669491,,2021-01-04
Brandenburg,DE,state,sum,3334,2521893,0.13,2021-01-04
Brandenburg,DE,state,delta_vortag,25,2521893,,2021-01-04
Brandenburg,DE,state,ind_alter,227,2521893,,2021-01-04
Brandenburg,DE,state,ind_prof,3087,2521893,,2021-01-04
Brandenburg,DE,state,ind_med,20,2521893,,2021-01-04
Brandenburg,DE,state,ind_pflege,224,2521893,,2021-01-04
Bremen,DE,state,sum,2653,681202,0.39,2021-01-04
Bremen,DE,state,delta_vortag,700,681202,,2021-01-04
Bremen,DE,state,ind_alter,942,681202,,2021-01-04
Bremen,DE,state,ind_prof,811,681202,,2021-01-04
Bremen,DE,state,ind_med,18,681202,,2021-01-04
Bremen,DE,state,ind_pflege,651,681202,,2021-01-04
Hamburg,DE,state,sum,4756,1847253,0.26,2021-01-04
Hamburg,DE,state,delta_vortag,616,1847253,,2021-01-04
Hamburg,DE,state,ind_alter,1704,1847253,,2021-01-04
Hamburg,DE,state,ind_prof,2698,1847253,,2021-01-04
Hamburg,DE,state,ind_med,0,1847253,,2021-01-04
Hamburg,DE,state,ind_pflege,2060,1847253,,2021-01-04
Hessen,DE,state,sum,37795,6288080,0.6,2021-01-04
Hessen,DE,state,delta_vortag,4390,6288080,,2021-01-04
Hessen,DE,state,ind_alter,10329,6288080,,2021-01-04
Hessen,DE,state,ind_prof,22051,6288080,,2021-01-04
Hessen,DE,state,ind_med,1492,6288080,,2021-01-04
Hessen,DE,state,ind_pflege,14561,6288080,,2021-01-04
Mecklenburg-Vorpommern,DE,state,sum,13832,1608138,0.86,2021-01-04
Mecklenburg-Vorpommern,DE,state,delta_vortag,1773,1608138,,2021-01-04
Mecklenburg-Vorpommern,DE,state,ind_alter,242,1608138,,2021-01-04
Mecklenburg-Vorpommern,DE,state,ind_prof,7738,1608138,,2021-01-04
Mecklenburg-Vorpommern,DE,state,ind_med,29,1608138,,2021-01-04
Mecklenburg-Vorpommern,DE,state,ind_pflege,5968,1608138,,2021-01-04
Niedersachsen,DE,state,sum,8665,7993608,0.11,2021-01-04
Niedersachsen,DE,state,delta_vortag,3271,7993608,,2021-01-04
Niedersachsen,DE,state,ind_alter,1791,7993608,,2021-01-04
Niedersachsen,DE,state,ind_prof,4198,7993608,,2021-01-04
Niedersachsen,DE,state,ind_med,1915,7993608,,2021-01-04
Niedersachsen,DE,state,ind_pflege,5251,7993608,,2021-01-04
Nordrhein-Westfalen,DE,state,sum,62692,17947221,0.35,2021-01-04
Nordrhein-Westfalen,DE,state,delta_vortag,4435,17947221,,2021-01-04
Nordrhein-Westfalen,DE,state,ind_alter,0,17947221,,2021-01-04
Nordrhein-Westfalen,DE,state,ind_prof,25744,17947221,,2021-01-04
Nordrhein-Westfalen,DE,state,ind_med,0,17947221,,2021-01-04
Nordrhein-Westfalen,DE,state,ind_pflege,36956,17947221,,2021-01-04
Rheinland-Pfalz,DE,state,sum,9891,4093903,0.24,2021-01-04
Rheinland-Pfalz,DE,state,delta_vortag,1609,4093903,,2021-01-04
Rheinland-Pfalz,DE,state,ind_alter,0,4093903,,2021-01-04
Rheinland-Pfalz,DE,state,ind_prof,5435,4093903,,2021-01-04
Rheinland-Pfalz,DE,state,ind_med,0,4093903,,2021-01-04
Rheinland-Pfalz,DE,state,ind_pflege,4456,4093903,,2021-01-04
Saarland,DE,state,sum,4836,986887,0.49,2021-01-04
Saarland,DE,state,delta_vortag,687,986887,,2021-01-04
Saarland,DE,state,ind_alter,3655,986887,,2021-01-04
Saarland,DE,state,ind_prof,584,986887,,2021-01-04
Saarland,DE,state,ind_med,0,986887,,2021-01-04
Saarland,DE,state,ind_pflege,1823,986887,,2021-01-04
Sachsen,DE,state,sum,7740,4071971,0.19,2021-01-04
Sachsen,DE,state,delta_vortag,2874,4071971,,2021-01-04
Sachsen,DE,state,ind_alter,662,4071971,,2021-01-04
Sachsen,DE,state,ind_prof,6354,4071971,,2021-01-04
Sachsen,DE,state,ind_med,1,4071971,,2021-01-04
Sachsen,DE,state,ind_pflege,1385,4071971,,2021-01-04
Sachsen-Anhalt,DE,state,sum,15628,2194782,0.71,2021-01-04
Sachsen-Anhalt,DE,state,delta_vortag,2262,2194782,,2021-01-04
Sachsen-Anhalt,DE,state,ind_alter,4967,2194782,,2021-01-04
Sachsen-Anhalt,DE,state,ind_prof,7523,2194782,,2021-01-04
Sachsen-Anhalt,DE,state,ind_med,649,2194782,,2021-01-04
Sachsen-Anhalt,DE,state,ind_pflege,7804,2194782,,2021-01-04
Schleswig-Holstein,DE,state,sum,12978,2903773,0.45,2021-01-04
Schleswig-Holstein,DE,state,delta_vortag,3421,2903773,,2021-01-04
Schleswig-Holstein,DE,state,ind_alter,3427,2903773,,2021-01-04
Schleswig-Holstein,DE,state,ind_prof,6611,2903773,,2021-01-04
Schleswig-Holstein,DE,state,ind_med,2716,2903773,,2021-01-04
Schleswig-Holstein,DE,state,ind_pflege,5616,2903773,,2021-01-04
Thüringen,DE,state,sum,2715,2133378,0.13,2021-01-04
Thüringen,DE,state,delta_vortag,493,2133378,,2021-01-04
Thüringen,DE,state,ind_alter,446,2133378,,2021-01-04
Thüringen,DE,state,ind_prof,1976,2133378,,2021-01-04
Thüringen,DE,state,ind_med,1,2133378,,2021-01-04
Thüringen,DE,state,ind_pflege,413,2133378,,2021-01-04
Germany,DE,nation,sum,316962,83166711,0.38,2021-01-04
Germany,DE,nation,delta_vortag,44563,83166711,,2021-01-04
Germany,DE,nation,ind_alter,73734,83166711,,2021-01-04
Germany,DE,nation,ind_prof,149727,83166711,,2021-01-04
Germany,DE,nation,ind_med,10216,83166711,,2021-01-04
Germany,DE,nation,ind_pflege,131885,83166711,,2021-01-04
Baden-Württemberg,DE,state,sum,37840,11100394,0.34,2021-01-05
